filename,grade,reasons,track,source_sha,match,image_sample_id,image_dataset,image_label
exact-r1__256b55303d2ece49031dba768c8d8f85b8dabced__炸虾菇__v240__eyemask__ac4ffce8__c0.mp4,good,,exact-r1,256b55303d2ece49031dba768c8d8f85b8dabced,exact,256b55303d2ece49031dba768c8d8f85b8dabced__炸虾菇__v240__eyemask__ac4ffce8__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__5ec48c31e3fd972fc72bf195943b25096d9ca8c4__吐司菇__v594__scooter__71275745__c0.mp4,bad,首帧一致;还原度,exact-r1,5ec48c31e3fd972fc72bf195943b25096d9ca8c4,exact,5ec48c31e3fd972fc72bf195943b25096d9ca8c4__吐司菇__v594__scooter__71275745__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__ef123ce1074347b28af71845b5364e749c42bcbc__汉堡菇__v1500__bubble__e51c62cd__c0.mp4,bad,卡顿/少活人感,exact-r1,ef123ce1074347b28af71845b5364e749c42bcbc,exact,ef123ce1074347b28af71845b5364e749c42bcbc__汉堡菇__v1500__bubble__e51c62cd__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r2__ed98d430cfc74099d974a69750bfeda82a103b4a__汉堡菇__v1493__bubble__55c2eb70__c0.mp4,bad,还原度,exact-r2,ed98d430cfc74099d974a69750bfeda82a103b4a,exact,ed98d430cfc74099d974a69750bfeda82a103b4a__汉堡菇__v1493__bubble__55c2eb70__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__507ce1e393891e0f47c90aad7b6087098ce6304a__粽子菇__v0__6c9fdee3__c0.mp4,good,,base-noprop,507ce1e393891e0f47c90aad7b6087098ce6304a,exact,507ce1e393891e0f47c90aad7b6087098ce6304a__粽子菇__v0__6c9fdee3__c0,sku-2.0-noprop-merged-0721,normal
exact-r1__33d714d07ed58707502e0cad0672a54b727a5a41__吐司菇__v344__glasses__22f7b751__c0.mp4,bad,还原度,exact-r1,33d714d07ed58707502e0cad0672a54b727a5a41,exact,33d714d07ed58707502e0cad0672a54b727a5a41__吐司菇__v344__glasses__22f7b751__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__558e28ebbd5a1e6d7bade4cd30fc31f3ed07c04a__吐司菇__v0__2cc58210__c0.mp4,good,,base-noprop,558e28ebbd5a1e6d7bade4cd30fc31f3ed07c04a,exact,558e28ebbd5a1e6d7bade4cd30fc31f3ed07c04a__吐司菇__v0__2cc58210__c0,sku-2.0-noprop-merged-0721,bad
exact-r1__d1421700ee76ec45f316995b2b67134842993c43__蘑菇力__v1298__bubble__4135c74b__c0.mp4,good,,exact-r1,d1421700ee76ec45f316995b2b67134842993c43,exact,d1421700ee76ec45f316995b2b67134842993c43__蘑菇力__v1298__bubble__4135c74b__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__4baf0c3670d0d31b9712fc59c41fa5508370fc1f__粽子菇__v483__glasses__48c341d3__c0.mp4,bad,还原度,exact-r1,4baf0c3670d0d31b9712fc59c41fa5508370fc1f,exact,4baf0c3670d0d31b9712fc59c41fa5508370fc1f__粽子菇__v483__glasses__48c341d3__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__d9c72591547a6b046fa0ac574d4e8ba2273f59df__炸虾菇__v1362__flag__04df131e__c0.mp4,bad,还原度,exact-r1,d9c72591547a6b046fa0ac574d4e8ba2273f59df,exact,d9c72591547a6b046fa0ac574d4e8ba2273f59df__炸虾菇__v1362__flag__04df131e__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__336d65b0699f567902b54ca9b3d4fd081d7a57d0__爆炸菇（爆炸后）__v341__coffee__edb5f1f3__c0.mp4,bad,还原度,exact-r1,336d65b0699f567902b54ca9b3d4fd081d7a57d0,exact,336d65b0699f567902b54ca9b3d4fd081d7a57d0__爆炸菇（爆炸后）__v341__coffee__edb5f1f3__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__b4eae72bed7b19f3df518a28e1218285d7456c4f__粽子菇__v1118__bubble__a39f354f__c0.mp4,bad,不属于以上,exact-r1,b4eae72bed7b19f3df518a28e1218285d7456c4f,exact,b4eae72bed7b19f3df518a28e1218285d7456c4f__粽子菇__v1118__bubble__a39f354f__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__3ffac087311686944bd2b516eff9fa75861a7c9d__炸虾菇__v0__6cf917bf__c0.mp4,good,,base-noprop,3ffac087311686944bd2b516eff9fa75861a7c9d,source_only,3ffac087311686944bd2b516eff9fa75861a7c9d__冰晶__v0__7ee619c2__c0,tutu-insert-sft-0709,bad
generic__990a5c189a868ed25f5694947f8062340a1d1df7__粽子菇__v620__scooter__e38c10af__c0.mp4,normal,,generic,990a5c189a868ed25f5694947f8062340a1d1df7,none,,,
exact-r2__17267cdbab13c63bd29a987952c0bc6e4a671ac3__爆炸菇（爆炸前）__v149__glasses__abaa048b__c0.mp4,bad,还原度,exact-r2,17267cdbab13c63bd29a987952c0bc6e4a671ac3,exact,17267cdbab13c63bd29a987952c0bc6e4a671ac3__爆炸菇（爆炸前）__v149__glasses__abaa048b__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__46ad1d7fc06fae0ddf3af206d3ae023bd4b24aae__爆炸菇（爆炸后）__v449__glasses__697a2609__c0.mp4,bad,还原度,exact-r1,46ad1d7fc06fae0ddf3af206d3ae023bd4b24aae,exact,46ad1d7fc06fae0ddf3af206d3ae023bd4b24aae__爆炸菇（爆炸后）__v449__glasses__697a2609__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__24fd5a5b571589bad02d82bc90600f51cc7bcb81__炸虾菇__v233__eyemask__101863ea__c0.mp4,normal,,exact-r1,24fd5a5b571589bad02d82bc90600f51cc7bcb81,exact,24fd5a5b571589bad02d82bc90600f51cc7bcb81__炸虾菇__v233__eyemask__101863ea__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__479cfaa7ed9751d704a007cccb8dbebcb4fc8765__汉堡菇__v0__1056d238__c0.mp4,good,,base-noprop,479cfaa7ed9751d704a007cccb8dbebcb4fc8765,source_only,479cfaa7ed9751d704a007cccb8dbebcb4fc8765__花花__v0__00dd81cb__c0,tutu-insert-sft-0709,bad
exact-r1__b5c8a38b966307c4b2025faa44a1c0ba9856fd43__炸虾菇__v1126__bubble__27c917b3__c0.mp4,bad,不属于以上,exact-r1,b5c8a38b966307c4b2025faa44a1c0ba9856fd43,exact,b5c8a38b966307c4b2025faa44a1c0ba9856fd43__炸虾菇__v1126__bubble__27c917b3__c0,sku-2.0-props-matrix-untriggered-0728,normal
base-props__b2d3b11f7cc10d19163a3940e12f64f147409d54__爆炸菇（爆炸后）__v713__eyemask__9658b52b__c0.mp4,bad,还原度,base-props,b2d3b11f7cc10d19163a3940e12f64f147409d54,source_only,b2d3b11f7cc10d19163a3940e12f64f147409d54__占卜__v713__glasses__294f6add__c0,sku-1.1-party-props-matrix-untriggered-0731,bad
base-noprop__2236ddd1a25d7ae2e190062eb0a1d6d87088db82__爆炸菇（爆炸后）__v0__5c6b2b31__c0.mp4,good,,base-noprop,2236ddd1a25d7ae2e190062eb0a1d6d87088db82,exact,2236ddd1a25d7ae2e190062eb0a1d6d87088db82__爆炸菇（爆炸后）__v0__5c6b2b31__c0,sku-2.0-noprop-merged-0721,bad
base-noprop__07c58fa6b177896d1bf3bafc1798b4388f51e9a6__毒蘑菇__v0__3077dfa3__c0.mp4,bad,还原度,base-noprop,07c58fa6b177896d1bf3bafc1798b4388f51e9a6,source_only,07c58fa6b177896d1bf3bafc1798b4388f51e9a6__TUPV6006__v0__2ae473ce__c0,sku-1.0-daily-noprop-0802,bad
base-noprop__9fe84a46a5b7258d9185e38e64539dfb315c00ea__粽子菇__v0__44a6634a__c0.mp4,good,,base-noprop,9fe84a46a5b7258d9185e38e64539dfb315c00ea,source_only,9fe84a46a5b7258d9185e38e64539dfb315c00ea__海滩__v0__541645f3__c0,tutu-insert-sft-0709,bad
base-noprop__0eaa401fc0b89ae5782586ac9dd79898a8983222__炸虾菇__v0__258a056e__c0.mp4,good,,base-noprop,0eaa401fc0b89ae5782586ac9dd79898a8983222,none,,,
exact-r1__4684d4e3cc283d2f82a830567f416163b041076b__吐司菇__v446__bubble__997c9000__c0.mp4,bad,不属于以上,exact-r1,4684d4e3cc283d2f82a830567f416163b041076b,exact,4684d4e3cc283d2f82a830567f416163b041076b__吐司菇__v446__bubble__997c9000__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__068f87e6d8c098db1a68eaff2a959baa9dd07959__吐司菇__v0__09f67355__c0.mp4,bad,还原度,base-noprop,068f87e6d8c098db1a68eaff2a959baa9dd07959,source_only,068f87e6d8c098db1a68eaff2a959baa9dd07959__TUPV6005__v0__01f09d0f__c0,sku-1.0-daily-noprop-0802,bad
base-noprop__fa699bfb0ad829980890a6fa14ad0c0db8626180__粽子菇__v0__ead9b5b4__c0.mp4,good,,base-noprop,fa699bfb0ad829980890a6fa14ad0c0db8626180,source_only,fa699bfb0ad829980890a6fa14ad0c0db8626180__冰晶__v0__709629af__c0,tutu-insert-sft-0709,normal
exact-r1__4691ed1843f8b20fbb9d94d74fa655f6e6d960bb__吐司菇__v447__bubble__317c9c87__c0.mp4,bad,还原度,exact-r1,4691ed1843f8b20fbb9d94d74fa655f6e6d960bb,exact,4691ed1843f8b20fbb9d94d74fa655f6e6d960bb__吐司菇__v447__bubble__317c9c87__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__17267cdbab13c63bd29a987952c0bc6e4a671ac3__爆炸菇（爆炸前）__v149__glasses__abaa048b__c0.mp4,bad,还原度;不属于以上,exact-r1,17267cdbab13c63bd29a987952c0bc6e4a671ac3,exact,17267cdbab13c63bd29a987952c0bc6e4a671ac3__爆炸菇（爆炸前）__v149__glasses__abaa048b__c0,sku-2.0-props-matrix-untriggered-0728,bad
generic__6612290f63285f5c6f418d9a0bf7cc9e8ad3a7e6__吐司菇__v388__glasses__cde9ea13__c0.mp4,bad,还原度;不属于以上,generic,6612290f63285f5c6f418d9a0bf7cc9e8ad3a7e6,source_only,6612290f63285f5c6f418d9a0bf7cc9e8ad3a7e6__花花__v388__bubble__0be6bec9__c0,sku-1.1-party-props-matrix-untriggered-0731,bad
base-noprop__125de5a624888f2f256cc2f63735a38929203bb9__爆炸菇（爆炸后）__v0__bf097b54__c0.mp4,bad,还原度;衣服/身体的时间一致性,base-noprop,125de5a624888f2f256cc2f63735a38929203bb9,exact,125de5a624888f2f256cc2f63735a38929203bb9__爆炸菇（爆炸后）__v0__bf097b54__c0,sku-2.0-noprop-merged-0721,bad
exact-r2__55d0a552371088436d3780e0920102745a9833f1__汉堡菇__v546__scooter__2d2219a1__c0.mp4,normal,,exact-r2,55d0a552371088436d3780e0920102745a9833f1,exact,55d0a552371088436d3780e0920102745a9833f1__汉堡菇__v546__scooter__2d2219a1__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r2__b6387d6187a3435f57004a2d043d191ad76a9ced__炸虾菇__v1130__bubble__3f98ead1__c0.mp4,bad,还原度,exact-r2,b6387d6187a3435f57004a2d043d191ad76a9ced,exact,b6387d6187a3435f57004a2d043d191ad76a9ced__炸虾菇__v1130__bubble__3f98ead1__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__2495cb6a02eecbe6b15ad5481af9e0812f316e44__炸虾菇__v230__eyemask__37c59cc4__c0.mp4,good,,exact-r2,2495cb6a02eecbe6b15ad5481af9e0812f316e44,exact,2495cb6a02eecbe6b15ad5481af9e0812f316e44__炸虾菇__v230__eyemask__37c59cc4__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__66c31723dc12306b4f0c1044a74ebf104e0824d8__爆炸菇（爆炸后）__v652__flag__aa0b5ed5__c0.mp4,bad,还原度,exact-r1,66c31723dc12306b4f0c1044a74ebf104e0824d8,exact,66c31723dc12306b4f0c1044a74ebf104e0824d8__爆炸菇（爆炸后）__v652__flag__aa0b5ed5__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__64f7ba46c3c16764be8347709ee03ebee90d68c2__爆炸菇（爆炸后）__v639__flag__116680dd__c0.mp4,bad,还原度,exact-r1,64f7ba46c3c16764be8347709ee03ebee90d68c2,exact,64f7ba46c3c16764be8347709ee03ebee90d68c2__爆炸菇（爆炸后）__v639__flag__116680dd__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__04dc11f346bd2c0253418f8edd6a7187fb43f805__粽子菇__v32__coffee__f33e0d36__c0.mp4,good,,exact-r2,04dc11f346bd2c0253418f8edd6a7187fb43f805,exact,04dc11f346bd2c0253418f8edd6a7187fb43f805__粽子菇__v32__coffee__f33e0d36__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r2__3550d4d593884e660092f1bb1c9c8c880eb3e04f__蘑菇力__v353__scooter__f9ccfe72__c0.mp4,bad,首帧一致,exact-r2,3550d4d593884e660092f1bb1c9c8c880eb3e04f,exact,3550d4d593884e660092f1bb1c9c8c880eb3e04f__蘑菇力__v353__scooter__f9ccfe72__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r2__f11cad00ba6f8dcd0db7e9dfcdef26e58638052e__爆炸菇（爆炸前）__v1517__scooter__826b44a1__c0.mp4,normal,,exact-r2,f11cad00ba6f8dcd0db7e9dfcdef26e58638052e,exact,f11cad00ba6f8dcd0db7e9dfcdef26e58638052e__爆炸菇（爆炸前）__v1517__scooter__826b44a1__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__71e12148011f61cd348e6d50e16951a7d46be83f__吐司菇__v715__flag__38022f2f__c0.mp4,bad,还原度,exact-r1,71e12148011f61cd348e6d50e16951a7d46be83f,exact,71e12148011f61cd348e6d50e16951a7d46be83f__吐司菇__v715__flag__38022f2f__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__7da73bccaac018dfba8c400a2b8c3e42302f427e__炸虾菇__v780__glasses__986387a9__c0.mp4,normal,,exact-r1,7da73bccaac018dfba8c400a2b8c3e42302f427e,exact,7da73bccaac018dfba8c400a2b8c3e42302f427e__炸虾菇__v780__glasses__986387a9__c0,sku-2.0-props-matrix-untriggered-0728,normal
base-noprop__746da3c174acbb5da8858bffe05b68335dae3406__爆炸菇（爆炸后）__v0__c6b383bd__c0.mp4,bad,衣服/身体的时间一致性,base-noprop,746da3c174acbb5da8858bffe05b68335dae3406,source_only,746da3c174acbb5da8858bffe05b68335dae3406__甜品__v0__39e17f72__c0,tutu-insert-sft-0709,normal
base-noprop__182f83da0bcf36703e4fd5d1e28bc4008296ecaa__汉堡菇__v0__ceef1214__c0.mp4,good,,base-noprop,182f83da0bcf36703e4fd5d1e28bc4008296ecaa,source_only,182f83da0bcf36703e4fd5d1e28bc4008296ecaa__冰晶__v0__1b21789b__c0,tutu-insert-sft-0709,bad
base-noprop__28a9118cfcb39ecdaa356dae1cfd75d6409d77fc__吐司菇__v0__7c71d183__c0.mp4,bad,还原度,base-noprop,28a9118cfcb39ecdaa356dae1cfd75d6409d77fc,exact,28a9118cfcb39ecdaa356dae1cfd75d6409d77fc__吐司菇__v0__7c71d183__c0,sku-2.0-noprop-merged-0721,bad
exact-r1__48edbebb09f4066019f3a893bd82184d9bdce8fd__粽子菇__v465__glasses__ce906ac5__c0.mp4,bad,还原度,exact-r1,48edbebb09f4066019f3a893bd82184d9bdce8fd,exact,48edbebb09f4066019f3a893bd82184d9bdce8fd__粽子菇__v465__glasses__ce906ac5__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__4750d9b5e622a065f63c02791c5880240fb4ec9a__爆炸菇（爆炸后）__v455__glasses__5c410dcd__c0.mp4,bad,不属于以上,exact-r2,4750d9b5e622a065f63c02791c5880240fb4ec9a,exact,4750d9b5e622a065f63c02791c5880240fb4ec9a__爆炸菇（爆炸后）__v455__glasses__5c410dcd__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__3550d4d593884e660092f1bb1c9c8c880eb3e04f__蘑菇力__v353__scooter__f9ccfe72__c0.mp4,bad,大小变化,exact-r1,3550d4d593884e660092f1bb1c9c8c880eb3e04f,exact,3550d4d593884e660092f1bb1c9c8c880eb3e04f__蘑菇力__v353__scooter__f9ccfe72__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__182f83da0bcf36703e4fd5d1e28bc4008296ecaa__炸虾菇__v0__8c812082__c0.mp4,bad,还原度,base-noprop,182f83da0bcf36703e4fd5d1e28bc4008296ecaa,source_only,182f83da0bcf36703e4fd5d1e28bc4008296ecaa__冰晶__v0__1b21789b__c0,tutu-insert-sft-0709,bad
exact-r1__46a88b94d8c5451f884baeac062b15b148ad8fe6__吐司菇__v448__bubble__66e4b2cb__c0.mp4,bad,还原度,exact-r1,46a88b94d8c5451f884baeac062b15b148ad8fe6,exact,46a88b94d8c5451f884baeac062b15b148ad8fe6__吐司菇__v448__bubble__66e4b2cb__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__f64e1c17ba334819ca417f708e64e97d2aba7b05__爆炸菇（爆炸前）__v0__5f404b24__c0.mp4,normal,,base-noprop,f64e1c17ba334819ca417f708e64e97d2aba7b05,source_only,f64e1c17ba334819ca417f708e64e97d2aba7b05__海滩__v0__4a126e03__c0,tutu-insert-sft-0709,normal
exact-r1__63c6cd5b6ce97c724c348a679627c9f637af97f7__毒蘑菇__v627__scooter__2948a84e__c0.mp4,bad,还原度,exact-r1,63c6cd5b6ce97c724c348a679627c9f637af97f7,exact,63c6cd5b6ce97c724c348a679627c9f637af97f7__毒蘑菇__v627__scooter__2948a84e__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__2476217f1ef403570cab61bc600a1590bb5c33b0__汉堡菇__v228__eyemask__1f5e8f4e__c0.mp4,bad,还原度,exact-r1,2476217f1ef403570cab61bc600a1590bb5c33b0,exact,2476217f1ef403570cab61bc600a1590bb5c33b0__汉堡菇__v228__eyemask__1f5e8f4e__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__357d37772683c7c8ff2944404f39eed890de66ab__吐司菇__v356__glasses__c2530ae8__c0.mp4,bad,还原度,exact-r1,357d37772683c7c8ff2944404f39eed890de66ab,exact,357d37772683c7c8ff2944404f39eed890de66ab__吐司菇__v356__glasses__c2530ae8__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__3a465276b3c4381b5603d70c17849c8e1edf6d9c__蘑菇力__v0__83fb4f4c__c0.mp4,good,,base-noprop,3a465276b3c4381b5603d70c17849c8e1edf6d9c,none,,,
base-props__9988ed6b8baec6b7f72e2a2f31784ecde8be7eb5__毒蘑菇__v623__crown__7de73eb3__c0.mp4,normal,,base-props,9988ed6b8baec6b7f72e2a2f31784ecde8be7eb5,none,,,
base-noprop__701e58d8fd0b9629cc0d3b9aec0136dcfd79a9f4__粽子菇__v0__69c312f2__c0.mp4,bad,还原度,base-noprop,701e58d8fd0b9629cc0d3b9aec0136dcfd79a9f4,exact,701e58d8fd0b9629cc0d3b9aec0136dcfd79a9f4__粽子菇__v0__69c312f2__c0,sku-2.0-noprop-merged-0721,bad
exact-r1__04df965f1463854b338ef365bd1c58499ad56d97__粽子菇__v33__coffee__421152c0__c0.mp4,bad,还原度,exact-r1,04df965f1463854b338ef365bd1c58499ad56d97,exact,04df965f1463854b338ef365bd1c58499ad56d97__粽子菇__v33__coffee__421152c0__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__63f03d9dd9794eff85cfc7b301e8768d91c5ed15__炸虾菇__v628__scooter__8d993de5__c0.mp4,good,,exact-r1,63f03d9dd9794eff85cfc7b301e8768d91c5ed15,exact,63f03d9dd9794eff85cfc7b301e8768d91c5ed15__炸虾菇__v628__scooter__8d993de5__c0,sku-2.0-props-matrix-untriggered-0728,good
base-props__612d49f90c5839a0aeee3644992dde5a2e25df17__爆炸菇（爆炸前）__v370__flag__44b9d3da__c0.mp4,bad,物理规律,base-props,612d49f90c5839a0aeee3644992dde5a2e25df17,source_only,612d49f90c5839a0aeee3644992dde5a2e25df17__TUPV6005__v370__coffee__c38b4933__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r1__037c5682bf3ce681096350171ef6542110f90174__爆炸菇（爆炸后）__v23__eyemask__0ab7bcf3__c0.mp4,normal,,exact-r1,037c5682bf3ce681096350171ef6542110f90174,exact,037c5682bf3ce681096350171ef6542110f90174__爆炸菇（爆炸后）__v23__eyemask__0ab7bcf3__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__66d87cc94688950f69cb883873f0307161008b73__爆炸菇（爆炸后）__v654__flag__ca7185cd__c0.mp4,normal,,exact-r2,66d87cc94688950f69cb883873f0307161008b73,exact,66d87cc94688950f69cb883873f0307161008b73__爆炸菇（爆炸后）__v654__flag__ca7185cd__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__b901df6d48d37ba439b3b2ce4f18d1b9073a8d64__粽子菇__v1155__eyemask__3bd84047__c0.mp4,bad,还原度,exact-r1,b901df6d48d37ba439b3b2ce4f18d1b9073a8d64,exact,b901df6d48d37ba439b3b2ce4f18d1b9073a8d64__粽子菇__v1155__eyemask__3bd84047__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__57b60835a5265c7f59de17f5f821162644546334__汉堡菇__v559__scooter__89620044__c0.mp4,bad,大小变化,exact-r1,57b60835a5265c7f59de17f5f821162644546334,exact,57b60835a5265c7f59de17f5f821162644546334__汉堡菇__v559__scooter__89620044__c0,sku-2.0-props-matrix-untriggered-0728,normal
base-noprop__354f3e4b6107ffa5548e933c67773e98971848fa__毒蘑菇__v0__cea99c8a__c0.mp4,bad,还原度,base-noprop,354f3e4b6107ffa5548e933c67773e98971848fa,exact,354f3e4b6107ffa5548e933c67773e98971848fa__毒蘑菇__v0__cea99c8a__c0,sku-2.0-noprop-merged-0721,normal
exact-r1__626b6bd3e31f1f1f566ad8589123249d6c71e87e__毒蘑菇__v620__scooter__78f5bda9__c0.mp4,bad,物理规律;不属于以上,exact-r1,626b6bd3e31f1f1f566ad8589123249d6c71e87e,exact,626b6bd3e31f1f1f566ad8589123249d6c71e87e__毒蘑菇__v620__scooter__78f5bda9__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__3296e3025fe5db65ce1e18e8abd3114afdfdc5da__蘑菇力__v335__scooter__d7fc43bc__c0.mp4,good,,exact-r2,3296e3025fe5db65ce1e18e8abd3114afdfdc5da,exact,3296e3025fe5db65ce1e18e8abd3114afdfdc5da__蘑菇力__v335__scooter__d7fc43bc__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__6ecf3f0f4225021b452259474775f15784e9d0b5__汉堡菇__v703__coffee__80f515e1__c0.mp4,normal,,exact-r1,6ecf3f0f4225021b452259474775f15784e9d0b5,exact,6ecf3f0f4225021b452259474775f15784e9d0b5__汉堡菇__v703__coffee__80f515e1__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__c5e43dd5e62f17a4edf36f4eec759833b39bd954__炸虾菇__v0__e7716b84__c0.mp4,bad,还原度,base-noprop,c5e43dd5e62f17a4edf36f4eec759833b39bd954,exact,c5e43dd5e62f17a4edf36f4eec759833b39bd954__炸虾菇__v0__e7716b84__c0,sku-2.0-noprop-merged-0721,bad
base-props__edcc9cb357e76382c3dd66231b56a5f4c6ef4e4b__毒蘑菇__v926__eyemask__c1ae514b__c0.mp4,bad,还原度,base-props,edcc9cb357e76382c3dd66231b56a5f4c6ef4e4b,source_only,edcc9cb357e76382c3dd66231b56a5f4c6ef4e4b__TUPV6007__v926__coffee__2013413c__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
base-noprop__c884f9c5b1342e1e182de98d0015811298454d88__粽子菇__v0__70c1de11__c0.mp4,good,,base-noprop,c884f9c5b1342e1e182de98d0015811298454d88,source_only,c884f9c5b1342e1e182de98d0015811298454d88__花花__v0__50aaf0bc__c0,tutu-insert-sft-0709,good
generic__58c718f0a628fc78ed40a56ba41c1f7d385533e5__炸虾菇__v336__coffee__07074ac5__c0.mp4,bad,不属于以上,generic,58c718f0a628fc78ed40a56ba41c1f7d385533e5,source_only,58c718f0a628fc78ed40a56ba41c1f7d385533e5__TUPV6007__v336__glasses__cb39eb87__c0,sku-1.0-daily-props-matrix-untriggered-0731,normal
base-noprop__084b3e71188f9a2159d683c11a6ad5bd65815355__毒蘑菇__v0__952a718c__c0.mp4,bad,不属于以上,base-noprop,084b3e71188f9a2159d683c11a6ad5bd65815355,source_only,084b3e71188f9a2159d683c11a6ad5bd65815355__TUPV6006__v0__656c4d8e__c0,sku-1.0-daily-noprop-0802,bad
exact-r2__ed679bf8d7bd4623332c2f7947931f6f01737729__汉堡菇__v1490__bubble__5ee6a125__c0.mp4,bad,还原度,exact-r2,ed679bf8d7bd4623332c2f7947931f6f01737729,exact,ed679bf8d7bd4623332c2f7947931f6f01737729__汉堡菇__v1490__bubble__5ee6a125__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__95470d11e964ab0d3fa582e69f2b2efcc08ad121__汉堡菇__v929__crown__10d3d173__c0.mp4,normal,,exact-r1,95470d11e964ab0d3fa582e69f2b2efcc08ad121,exact,95470d11e964ab0d3fa582e69f2b2efcc08ad121__汉堡菇__v929__crown__10d3d173__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__e245e3cfc41c9b8a7f3e19965bae1bd8876cb0b0__爆炸菇（爆炸后）__v0__e7140f13__c0.mp4,bad,还原度,base-noprop,e245e3cfc41c9b8a7f3e19965bae1bd8876cb0b0,source_only,e245e3cfc41c9b8a7f3e19965bae1bd8876cb0b0__占卜__v0__a0e33f3c__c0,tutu-insert-sft-0709,bad
exact-r1__46efe225dec2d1e5429fa9bf2a6c0d66fc5cb87e__粽子菇__v450__scooter__3d08f725__c0.mp4,normal,,exact-r1,46efe225dec2d1e5429fa9bf2a6c0d66fc5cb87e,exact,46efe225dec2d1e5429fa9bf2a6c0d66fc5cb87e__粽子菇__v450__scooter__3d08f725__c0,sku-2.0-props-matrix-untriggered-0728,good
generic__068f87e6d8c098db1a68eaff2a959baa9dd07959__粽子菇__v24__coffee__cd2a73a3__c0.mp4,bad,还原度,generic,068f87e6d8c098db1a68eaff2a959baa9dd07959,source_only,068f87e6d8c098db1a68eaff2a959baa9dd07959__TUPV6005__v0__01f09d0f__c0,sku-1.0-daily-noprop-0802,bad
exact-r2__b69d2742a4ef7e4ca827e3e4c6d1452155aa6e09__毒蘑菇__v1136__crown__b097a968__c0.mp4,bad,还原度,exact-r2,b69d2742a4ef7e4ca827e3e4c6d1452155aa6e09,exact,b69d2742a4ef7e4ca827e3e4c6d1452155aa6e09__毒蘑菇__v1136__crown__b097a968__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-props__0ab9e3bf089c71e2d454a42c0c8b656934192f80__爆炸菇（爆炸后）__v44__crown__c5344dbf__c0.mp4,bad,还原度,base-props,0ab9e3bf089c71e2d454a42c0c8b656934192f80,source_only,0ab9e3bf089c71e2d454a42c0c8b656934192f80__TUPV6001__v0__f6f6e1b9__c0,sku-1.0-daily-noprop-0802,good
exact-r1__b8e76f1c0df38ab538fd59b261f5e83e3a03beb1__粽子菇__v1154__eyemask__4595dd7c__c0.mp4,bad,物理规律,exact-r1,b8e76f1c0df38ab538fd59b261f5e83e3a03beb1,exact,b8e76f1c0df38ab538fd59b261f5e83e3a03beb1__粽子菇__v1154__eyemask__4595dd7c__c0,sku-2.0-props-matrix-untriggered-0728,bad
